FileName,Quasar
NonQ_50984.jpg,False
NonQ_21443.jpg,False
NonQ_51704.jpg,False
Quasar_32909.jpg,True
NonQ_16118.jpg,False
NonQ_80409.jpg,False
Quasar_14651.jpg,True
Quasar_42857.jpg,True
NonQ_39060.jpg,False
Quasar_40156.jpg,True
NonQ_87259.jpg,False
NonQ_83701.jpg,False
Quasar_29760.jpg,True
Quasar_22045.jpg,True
NonQ_21083.jpg,False
NonQ_37221.jpg,False
NonQ_51785.jpg,False
Quasar_28981.jpg,True
NonQ_43716.jpg,False
NonQ_80156.jpg,False
Quasar_3929.jpg,True
NonQ_24492.jpg,False
Quasar_5780.jpg,True
NonQ_75702.jpg,False
NonQ_39265.jpg,False
Quasar_13512.jpg,True
Quasar_15498.jpg,True
NonQ_1856.jpg,False
NonQ_50589.jpg,False
Quasar_28216.jpg,True
Quasar_21078.jpg,True
Quasar_23960.jpg,True
Quasar_27064.jpg,True
NonQ_61897.jpg,False
NonQ_69939.jpg,False
Quasar_41159.jpg,True
NonQ_82046.jpg,False
NonQ_26217.jpg,False
Quasar_9618.jpg,True
NonQ_59410.jpg,False
Quasar_28566.jpg,True
NonQ_89025.jpg,False
NonQ_47634.jpg,False
Quasar_26741.jpg,True
Quasar_38645.jpg,True
Quasar_26947.jpg,True
NonQ_57147.jpg,False
NonQ_34310.jpg,False
NonQ_54.jpg,False
NonQ_77722.jpg,False
NonQ_53537.jpg,False
NonQ_56460.jpg,False
NonQ_83374.jpg,False
NonQ_48854.jpg,False
NonQ_45717.jpg,False
Quasar_6117.jpg,True
Quasar_35538.jpg,True
NonQ_29754.jpg,False
Quasar_14918.jpg,True
NonQ_10063.jpg,False
NonQ_46789.jpg,False
Quasar_43718.jpg,True
Quasar_24880.jpg,True
NonQ_76089.jpg,False
NonQ_7937.jpg,False
Quasar_3018.jpg,True
NonQ_5257.jpg,False
NonQ_11011.jpg,False
NonQ_82219.jpg,False
NonQ_70446.jpg,False
NonQ_84306.jpg,False
NonQ_3034.jpg,False
Quasar_40181.jpg,True
Quasar_35063.jpg,True
NonQ_5300.jpg,False
NonQ_75990.jpg,False
Quasar_29111.jpg,True
NonQ_25118.jpg,False
NonQ_63046.jpg,False
NonQ_91352.jpg,False
NonQ_16468.jpg,False
Quasar_36056.jpg,True
Quasar_27728.jpg,True
NonQ_3716.jpg,False
Quasar_18968.jpg,True
Quasar_9382.jpg,True
NonQ_35598.jpg,False
NonQ_42028.jpg,False
NonQ_65644.jpg,False
NonQ_17235.jpg,False
Quasar_29134.jpg,True
NonQ_52288.jpg,False
Quasar_4813.jpg,True
NonQ_72628.jpg,False
NonQ_68751.jpg,False
Quasar_20621.jpg,True
NonQ_15156.jpg,False
NonQ_77289.jpg,False
NonQ_69753.jpg,False
NonQ_8839.jpg,False
Quasar_38563.jpg,True
NonQ_16096.jpg,False
NonQ_19671.jpg,False
NonQ_79459.jpg,False
NonQ_37003.jpg,False
Quasar_40083.jpg,True
NonQ_11449.jpg,False
NonQ_50739.jpg,False
NonQ_21539.jpg,False
Quasar_31336.jpg,True
NonQ_23887.jpg,False
NonQ_74260.jpg,False
Quasar_3820.jpg,True
Quasar_8017.jpg,True
NonQ_43502.jpg,False
Quasar_12745.jpg,True
Quasar_36953.jpg,True
NonQ_12629.jpg,False
NonQ_45445.jpg,False
NonQ_40324.jpg,False
Quasar_44568.jpg,True
NonQ_94602.jpg,False
Quasar_1357.jpg,True
NonQ_37403.jpg,False
NonQ_74226.jpg,False
NonQ_8605.jpg,False
NonQ_37365.jpg,False
Quasar_34007.jpg,True
NonQ_94411.jpg,False
Quasar_27770.jpg,True
NonQ_65422.jpg,False
Quasar_43440.jpg,True
Quasar_4009.jpg,True
Quasar_3332.jpg,True
NonQ_39017.jpg,False
NonQ_30946.jpg,False
NonQ_19067.jpg,False
NonQ_25559.jpg,False
NonQ_25643.jpg,False
Quasar_10249.jpg,True
Quasar_10257.jpg,True
NonQ_52295.jpg,False
NonQ_45216.jpg,False
Quasar_1306.jpg,True
Quasar_1486.jpg,True
Quasar_20782.jpg,True
NonQ_5046.jpg,False
Quasar_45873.jpg,True
